state,date,cases.fitted,cases.fitted.hi,cases.fitted.lo,cum.incidence,deaths,deaths.fitted,deaths.fitted.hi,deaths.fitted.lo,deaths.hi,deaths.lo,infections,infections.hi,infections.lo,severe,severe.hi,severe.lo,symptomatic,symptomatic.hi,symptomatic.lo,data.available,Rt,Rt.lo,Rt.hi,NaiveRt,NaiveRt.lo,NaiveRt.hi,cum.incidence.lo,cum.incidence.hi,index
New York,2020-02-20,0.4663319745949821,2.882414534183985,0.0630536186791199,310.75215855824956,0.012176727487821608,0.0034615503321957226,0.03296154190148946,2.864054969150359e-4,0.09019563348206774,0.001134732512013127,53.01170404828711,262.0100991277136,13.50676645952055,0.6885615320007413,4.307286574725339,0.07838669253738259,12.848670018193282,54.466603002813805,2.985335523940271,FALSE,2.387566201781345,1.29413684581302,3.87750786597419,NA,NA,NA,36.43610373601483,1206.80731579339,16
New York,2020-02-21,0.6061636392374423,3.2853962970630253,0.09101428166861181,385.50065358530054,0.016827456932582287,0.005097901889891822,0.043922772375895036,4.698963002707565e-4,0.11600065662298799,0.0017104976862184818,68.01402313343112,340.31867325515304,17.683332402407423,0.8578700241966384,4.816622656483288,0.11403364540780182,15.143382217101845,65.07454084462549,3.930295920251106,FALSE,2.4991783661432088,1.42603868738254,4.027875046065,NA,NA,NA,55.83137678599243,1455.3308961689481,17
New York,2020-02-22,0.7606022193048843,3.70336668626265,0.12827011347516312,480.446053225409,0.0227469361066808,0.007266486587473146,0.05680443720227654,7.284242694005906e-4,0.1441147844253956,0.002498713465445628,88.39254269735402,429.8600341310547,22.722055847193293,1.0427169967539454,5.430246143505263,0.1466901774348227,18.29260248370867,78.33468773985481,4.8606212817569325,FALSE,2.5818822158865107,1.57114434333407,4.09806872738321,NA,NA,NA,59.49664325644727,1768.2838553987833,18
New York,2020-02-23,0.9307630914967163,4.0864425345978,0.1811513473147034,603.0439591387415,0.030101930311389302,0.009944740880209395,0.0736526296835652,0.0010956430692539985,0.17760284720113373,0.003559937705842475,114.97917544554767,575.6760850364632,30.362006283267213,1.2529321891565346,5.902527212896549,0.2013071538042603,22.80326557938791,93.77528772773718,6.287566340507398,FALSE,2.702435517834523,1.7119203513139,4.20629272899,NA,NA,NA,93.33703872060781,2220.8652003030024,19
New York,2020-02-24,1.1345467015658506,4.6133587462493235,0.24896767504129502,753.2760016558944,0.038468851024115014,0.013582855343755664,0.09223156240276778,0.001632995989233491,0.2130229666456435,0.004949330895453898,151.31185320024804,754.4453499729674,38.93506975946955,1.522661322561912,6.705182869137914,0.26475955403351625,28.666069801944438,117.16088143337292,8.313011217032095,FALSE,2.823165060941194,1.84278933607139,4.17533190733453,NA,NA,NA,109.60774884455425,2648.470767995032,20
New York,2020-02-25,1.3950864097576217,5.071553773844233,0.3505355652450465,962.9738276741753,0.04839818015040431,0.01790523531370023,0.11069459743756094,0.0023465512309433422,0.24276479689675962,0.0070797193417449404,204.09114162992591,1016.2422781142444,52.05483824896015,1.8440157162019102,7.562877324197854,0.3488358267896221,36.26540098683898,150.9857770551268,11.090528638704747,FALSE,2.9617349254770113,1.96053346197207,4.22219320591802,NA,NA,NA,158.99040083027631,3496.721632168028,21
New York,2020-02-26,1.7087175256530416,5.54070955646611,0.48526448954552615,1257.160545989477,0.060016554925919195,0.023345392869177767,0.1319512474769045,0.003336752171334902,0.2906693637687731,0.00988938950496256,276.74678892411197,1379.257485778407,73.09270288458183,2.185606690310123,8.300148605400135,0.4722139355230534,47.432807715993604,195.35341225743298,14.445787952785304,FALSE,3.1130802510093654,2.10051535103125,4.38672679821259,NA,NA,NA,223.60783413798484,4687.374479612459,22
New York,2020-02-27,2.0806245015719336,6.211992945596037,0.6598837271950587,1639.338682442824,0.07433283209278999,0.029742273897997103,0.1544955111949482,0.0047756079566386965,0.33320751795462467,0.013966684106568473,383.12488380362845,2036.44935741901,98.06528865145714,2.667265927168718,9.422593429209172,0.6334123987790099,62.5268503332545,263.6955687649108,18.818642462645244,FALSE,3.267067722245762,2.26528570232817,4.45751384609087,NA,NA,NA,287.3785979986694,6295.893191842548,23
New York,2020-02-28,2.5180953021065173,6.815580526218108,0.915652935995421,2217.597649300054,0.09274743844764871,0.0375656102841868,0.17910332971789164,0.006802721311033311,0.37895435277792383,0.019269530744123374,558.1334571298044,2951.6725207507952,137.48522489707548,3.219315184836492,11.01528836140523,0.8867716910974288,82.65128978444703,360.26147585414606,25.75701300544707,FALSE,3.445573720580822,2.4473179633158,4.58622624451621,NA,NA,NA,330.75036635542466,8560.269547223148,24
New York,2020-02-29,3.1026148820526758,7.475020098069675,1.2663829932869461,2997.2585966174793,0.1120452753417389,0.046619675466157195,0.20237001610441424,0.00949543214529054,0.44396922458023613,0.025112189816230167,806.9686253078656,4382.3327963527245,197.34636761776642,3.898641534858787,12.919497040643453,1.1672297541659926,111.80135242258942,492.94665957284235,35.88887401974958,FALSE,3.6119547926060296,2.61206850075354,4.81440289100043,NA,NA,NA,459.4479239101168,12012.653093443401,25
