max_date,date,cases.fitted,cases.fitted.hi,cases.fitted.lo,cum.incidence,deaths,deaths.fitted,deaths.fitted.hi,deaths.fitted.lo,deaths.hi,deaths.lo,infections,infections.hi,infections.lo,severe,severe.hi,severe.lo,symptomatic,symptomatic.hi,symptomatic.lo,data.available,Rt,Rt.lo,Rt.hi,NaiveRt,NaiveRt.lo,NaiveRt.hi,cum.incidence.lo,cum.incidence.hi,index
2020-04-01,2020-02-05,2.1906081519272602e-8,3.633085003151184e-5,4.659463935300478e-12,8.206573567727437,1.4595987953306013e-10,4.74179463405843e-12,2.653643220452577e-10,5.72888959903731e-14,2.97180837353413e-9,5.026033102652191e-12,8.206573567727437,209.7505313525943,0.2667373724887957,2.2958850978894298e-7,6.441438507361412e-6,7.575553529517321e-9,0.009319058063529022,0.24879829937572043,3.0175445510346186e-4,FALSE,NA,NA,NA,NA,NA,NA,0.02467643075178586,121.77121693580028,1
2020-04-01,2020-02-06,9.505569958458679e-7,0.0010478604659712011,6.114603756420371e-10,17.421197261999176,6.395480651010458e-9,2.1796342638933666e-10,1.166465410818475e-8,3.0481344990420796e-12,1.2946967635375298e-7,2.2069757412588397e-10,9.321554572630518,222.12688162408898,0.35766518844984635,9.275827260955522e-6,2.5976734252061484e-4,3.0717720033962753e-7,0.16081894337584643,4.235854194239489,0.005250095360063236,FALSE,NA,NA,NA,NA,NA,NA,0.06352196510034652,247.13877384821558,2
2020-04-01,2020-02-07,1.4823006112799367e-5,0.012520584910460377,2.2140501535189366e-8,28.11719349919788,1.052544828407183e-7,3.94142389784312e-9,1.9802811858740793e-07,6.520095157519864e-11,2.1127910380152714e-6,3.6497684824033507e-9,10.351258669577861,217.55156808882714,0.4650613646231525,1.3227444516692864e-4,0.0037072381658211926,4.429930663599201e-6,0.6550614938243735,16.35135807085658,0.02196747352913997,FALSE,NA,NA,NA,NA,NA,NA,0.12234394009695564,388.9030596308362,3
2020-04-01,2020-02-08,1.2596162861764785e-4,0.06246190979035762,3.0494989115846156e-7,40.407621069287366,8.931718582606851e-7,3.88580099869426e-8,1.7280657283583407e-6,6.8104491688197e-10,1.76373831818256e-5,3.1215281893951074e-8,11.340685133552242,246.83910799833157,0.5839043492705065,8.951051661076263e-4,0.02503611146488692,3.0510789567321678e-5,1.5087088955912669,35.26631026095168,0.05313790354489434,FALSE,3.2210779891291415,2.04432819851018,6.88195847616185,NA,NA,NA,0.3217091134895622,545.5757564441722,4
2020-04-01,2020-02-09,6.665807601360179e-4,0.20682185993467522,2.7701769789480055e-6,53.10163321139523,4.89345295628291e-6,2.4621672462103023e-7,9.748855182932433e-6,4.696895477806291e-9,9.511816903326845e-5,1.7266020160946784e-7,13.226986492140435,239.9454617929636,0.8142934378446645,0.0038152720766385104,0.10455086782182751,1.3235867784920896e-4,2.5571478195291597,55.81351179675704,0.09713937027356562,FALSE,2.5553727985981762,1.42092085820502,5.15967049974166,NA,NA,NA,0.3086439298902839,710.2184699090773,5
2020-04-01,2020-02-10,0.0025446974155737207,0.4686108727042114,1.9518121553554557e-5,67.49051055814564,1.9391340396458045e-5,1.144521373755479e-6,4.1451647292788536e-5,2.38986294286322e-8,3.739413274086895e-4,7.018345973535471e-7,15.155262344073027,243.9007512485528,1.060426968488195,0.011970569046193097,0.31526784868605656,4.206509527510666e-4,3.675886629916487,75.20403044712583,0.15748065733671668,FALSE,2.234459918368869,1.1334200312895,4.63703775459611,NA,NA,NA,0.4434737825280082,869.596266185448,6
2020-04-01,2020-02-11,0.007340301025701575,1.0074913384492379,7.758599693547059e-5,82.90239911470857,6.140355418397746e-5,4.298154109868982e-6,1.4851349159223685e-4,9.81937267653836e-8,0.0011531013467344878,2.2703623332626886e-6,17.14265392548051,289.04369838430483,1.4849353291195704,0.029421686974735052,0.7550003275974544,0.0010719704525505866,4.760314780056953,96.73319319531399,0.23533682329274386,FALSE,2.0656653049497695,0.968521905423536,4.25841904252272,NA,NA,NA,0.6216324458410316,1075.1041313872215,7
2020-04-01,2020-02-12,0.018264971975482387,1.7719633022352066,2.5229668929700256e-4,104.38824297355171,1.6439414278870406e-4,1.3659730529216302e-5,4.159733415752872e-4,3.655327769295389e-7,0.002950020530171084,6.1474375695938675e-6,19.09467897397813,334.2861943551468,1.8361136425343254,0.06065961786575405,1.5223357188506477,0.0023557692675795563,5.761541837727499,118.86673223165022,0.330443921931165,FALSE,2.0020577424190913,0.931138991112003,4.10756206965423,NA,NA,NA,0.8968875743246378,1283.7349766548691,8
2020-04-01,2020-02-13,0.038266021526146346,2.8506705022218934,7.603981743015272e-4,131.4024854512834,3.749245268536692e-4,3.759415499577592e-5,9.659933126702449e-4,1.1764940745527019e-6,0.006625620296673991,1.4594268097466356e-5,22.613143342602452,353.96748350417664,2.4485848735128513,0.11163864497394282,2.689865125178967,0.0045641536795633444,6.793073809478717,128.48075658763267,0.4524087889069237,FALSE,1.9738084504530806,0.900818978725278,3.99230826685532,NA,NA,NA,1.3169944288477122,1496.9260002422504,9
2020-04-01,2020-02-14,0.07289659830818394,4.128835663643516,0.0018666687685715386,160.41666940964075,7.838200141002888e-4,8.87378279661746e-5,0.0020720016129777133,3.2253098190616924e-6,0.013391456061553675,3.1624671895577926e-5,26.166839118119874,425.4558480746614,3.0927440982512073,0.18323057852335856,4.285899503010125,0.007996000204081793,7.843552868550248,135.70208173075537,0.6007179056758583,FALSE,1.9625308818440845,0.927096817120387,3.97637268400094,NA,NA,NA,1.9619421260123988,1736.813271334809,10
2020-04-01,2020-02-15,0.1275943379355124,6.264700200952062,0.0037781258069115187,191.06025572090346,0.0014417102166678353,1.9124571565247856e-4,0.00416024004638693,7.531252548741273e-6,0.02448387100223557,6.286184519140701e-5,31.02815811396721,496.29890723102335,4.037166313237238,0.2813937905994554,6.338698056474452,0.013219983032989387,8.826554431076511,157.13871137590334,0.8121068645793578,FALSE,2.0060220902796324,0.949580382464168,3.97644617040865,NA,NA,NA,3.0133271243204205,2008.2596526839989,11
2020-04-01,2020-02-16,0.20562113332550264,8.0517113863859,0.007347442744907594,228.6140781600189,0.002493096599136864,3.7075359066821565e-4,0.007843075509339966,1.6868127491828545e-5,0.04108089771204831,1.14080749856108e-4,36.7818938890407,525.5182784084227,5.157612072776759,0.4048223786243519,9.543504935775964,0.02152706688827483,10.216083014268158,164.1691222022037,1.120156969018912,FALSE,2.0579716548518214,0.980324428170895,3.93305120259701,NA,NA,NA,4.813483268443172,2379.8162405917465,12
