state,.progress,date,cases.fitted,cases.fitted.hi,cases.fitted.lo,cum.incidence,deaths,deaths.fitted,deaths.fitted.hi,deaths.fitted.lo,deaths.hi,deaths.lo,infections,infections.hi,infections.lo,severe,severe.hi,severe.lo,symptomatic,symptomatic.hi,symptomatic.lo,data.available,Rt,Rt.lo,Rt.hi,NaiveRt,NaiveRt.lo,NaiveRt.hi,cum.incidence.lo,cum.incidence.hi,index
Wyoming,TRUE,2020-02-12,1.7406627530322002e-7,3.7817907446215245e-4,7.51789244573391e-12,5.839286192877979,1.2451052054520398e-10,1.2823529033205653e-12,5.740038956920594e-11,5.343386846446923e-15,2.479107268649399e-9,6.41183374424495e-12,5.839286192877979,112.24454123454754,0.2429626542716834,1.1272220104088028e-7,2.53158549959455e-6,4.161370428038586e-9,0.00670757760031538,0.14985389834559054,2.8997039395523396e-4,FALSE,NA,NA,NA,NA,NA,NA,0.007856005140483135,75.23469136970886,1
Wyoming,TRUE,2020-02-13,6.161448767295122e-6,0.007592810806048971,9.884581553422165e-10,12.474114824201365,5.421435806215596e-9,6.037929184946161e-11,2.6782659623102066e-9,3.1021582433726533e-13,1.0777553974503503e-7,2.8061051206129503e-10,6.540150658295721,105.92831484776272,0.2622109094625986,4.545980764033799e-6,1.0162915974445171e-4,1.6820569531944947e-7,0.11494232605611968,2.5437277431894465,0.0049724459257027495,FALSE,NA,NA,NA,NA,NA,NA,0.01831995377521235,136.73431048412016,2
Wyoming,TRUE,2020-02-14,8.260462512503795e-5,0.04299729593926313,2.4992344146005392e-8,19.62369102490647,8.806797310366995e-8,1.124308282076016e-9,5.1667900606175824e-8,8.204336873961347e-12,1.7521822268512004e-6,4.615790931773477e-9,7.1220434885907,109.39194498371202,0.305148265699156,6.486339430680592e-5,0.0014380527670007927,2.4116417462954535e-6,0.4530475303755204,9.713954034132207,0.01959331097154797,FALSE,NA,NA,NA,NA,NA,NA,0.03189168255493459,185.20074972608845,3
Wyoming,TRUE,2020-02-15,5.177540165870538e-4,0.13566456580460923,2.986464479878438e-7,27.3486704856119,7.360219081410007e-7,1.1502456749237004e-8,5.216575608988666e-7,1.0479765388113846e-10,1.4573814243857073e-5,3.91437398325949e-8,7.391216111159213,96.60551348064232,0.39533792741034035,4.3719386619522124e-4,0.00956216621960343,1.6560587159776695e-5,1.0030547479013827,20.619305480148036,0.04309377657659752,FALSE,3.107023643642744,1.0085280240543004,18.444397270569677,NA,NA,NA,0.049442528711347467,245.47560812330053,4
Wyoming,TRUE,2020-02-16,0.0020363991446476154,0.2985095580157,2.1671120749159657e-6,35.77661905285335,3.95225449556449e-6,7.708973605559418e-8,3.464281105704342e-6,9.194999244209057e-10,7.771383039525873e-5,2.1422721852409528e-7,7.740098453725949,87.54800379072827,0.5388502428736472,0.001857509985687417,0.03957311390625139,7.178824944487381e-5,1.7160289492330048,32.0499529936735,0.0701117947702043,FALSE,2.4236482284643133,0.7558929725913524,17.853195395131962,NA,NA,NA,0.07168601301793867,306.6414888421335,5
Wyoming,TRUE,2020-02-17,0.006028097095305903,0.5102140482925773,1.0926121058207871e-5,44.35196779948793,1.5460309542635777e-5,3.9190138760379093e-7,1.6600053743963094e-5,5.3828834931038285e-9,3.0210130875959335e-4,8.50575437085491e-7,7.9351948371441035,88.7570594230559,0.6515546009596296,0.0057067640675255524,0.11871197536349612,2.293843094913516e-4,2.4686622153806743,40.53695938427527,0.10492077190623013,FALSE,2.049396976026388,0.6238543061196486,11.241288671779639,NA,NA,NA,0.9933676152932558,368.1568573579572,6
Wyoming,TRUE,2020-02-18,0.01393964308035122,0.8149156992088022,4.463624752132295e-5,52.559960509570374,4.807989547717383e-5,1.642694439167657e-6,5.586725220472328e-5,2.4597079382401832e-8,9.272842673391285e-4,2.676844999201267e-6,8.19103961552884,99.41074105511137,0.6769050371925136,0.013849040858421993,0.2830814970785701,5.944092899826589e-4,3.1297088505256623,46.14555234160713,0.14956892198172267,FALSE,1.8252890168065032,0.5410518246696666,8.339192698988327,NA,NA,NA,1.2774605278984332,457.18595885765325,7
Wyoming,TRUE,2020-02-19,0.028216097394443803,1.1662845345726391,1.5331091242937748e-4,62.116925048035526,1.2517316728167407e-4,5.249663499655141e-6,1.65209429432624e-4,9.649365793637158e-8,0.0023706810697780704,7.050481004408907e-6,8.740917472977298,102.81708346658874,0.7708567753081261,0.02851918383983796,0.573565919582468,0.001313991287402158,3.6406908042635644,51.13064049958218,0.21187449687689852,FALSE,1.6928525969090418,0.5049592903378022,6.536125824765571,NA,NA,NA,0.19687858584335266,496.74585427085356,8
Wyoming,TRUE,2020-02-20,0.049378770007510314,1.680413966901103,4.625598052710262e-4,72.94472413434002,2.8345949769144764e-4,1.4745698092282156e-5,4.296695058276693e-4,3.203380543170853e-7,0.005241517547493432,1.6144151430247255e-5,9.356271999797574,97.72242027869297,0.920177018914248,0.051497179456467104,1.0158140429160254,0.0025788907808448696,4.0744845624279,53.275684065587406,0.2845755104068226,FALSE,1.625844077400347,0.4770098917206125,5.447405976573949,NA,NA,NA,0.2671582115748066,547.4944654516588,9
Wyoming,TRUE,2020-02-21,0.08024664152827889,2.2129301999895783,0.0010099555300294063,85.8885574812374,5.78280183188091e-4,3.6867753820784166e-5,9.386045056774673e-4,9.285144436173505e-7,0.010301234665315805,3.3050595394531045e-5,10.030353085406661,99.00641542891465,1.0010869005307397,0.0851587764871235,1.621028060696088,0.004622232814766142,4.396566961902235,55.86640103301437,0.35441536962677367,FALSE,1.5774901307343987,0.45899004434806107,4.519184129211023,NA,NA,NA,0.3664048970635446,612.7494543657588,10
