date,state,cases,deaths,fracpos
2020-03-05,Maryland,0,0,0.11320754716981132
2020-03-06,Maryland,3,0,0.15315315315315314
2020-03-07,Maryland,0,0,0.21666666666666667
2020-03-08,Maryland,0,0,0.24800000000000003
2020-03-09,Maryland,2,0,0.2824427480916031
2020-03-10,Maryland,1,0,0.3774834437086093
2020-03-11,Maryland,3,0,0.47486033519553067
2020-03-12,Maryland,3,0,0.5323383084577115
2020-03-13,Maryland,5,0,0.6592920353982301
2020-03-14,Maryland,9,0,0.7333333333333334
2020-03-15,Maryland,5,0,0.8197278911564625
2020-03-16,Maryland,6,0,0.8715596330275229
2020-03-17,Maryland,20,0,0.9
2020-03-18,Maryland,28,2,0.9
2020-03-19,Maryland,22,0,0.9
2020-03-20,Maryland,42,1,0.9
2020-03-21,Maryland,41,0,0.07864806001451964
2020-03-22,Maryland,54,1,0.09003191568321828
2020-03-23,Maryland,44,0,0.09463160777869077
2020-03-24,Maryland,61,1,0.09898152100994084
2020-03-25,Maryland,74,0,0.1011171133371794
2020-03-26,Maryland,157,2,0.10673890314608876
2020-03-27,Maryland,194,3,0.11286133935033418
2020-03-28,Maryland,218,7,0.11731777506208854
2020-03-29,Maryland,247,7,0.12187644815171284
2020-03-30,Maryland,174,11,0.1298200075139178
2020-03-31,Maryland,247,8,0.13067690830532885
2020-04-01,Maryland,325,9,0.13624766564086377
2020-04-02,Maryland,346,12,0.14049546474202673
2020-04-03,Maryland,427,20,0.14593137478868734
2020-04-04,Maryland,367,17,0.149234418805262
2020-04-05,Maryland,484,21,0.19414322525230837
2020-04-06,Maryland,436,16,0.20171392630641016
2020-04-07,Maryland,326,22,0.2066198338631935
2020-04-08,Maryland,1158,31,0.21338090990187333
2020-04-09,Maryland,656,30,0.2220567823343849
2020-04-10,Maryland,783,34,0.2265617338432873
2020-04-11,Maryland,726,43,0.22912667946257198
2020-04-12,Maryland,531,37,0.22953572526666827
2020-04-13,Maryland,711,49,0.23397584765443566
2020-04-14,Maryland,536,37,0.23054205097914487
2020-04-15,Maryland,560,48,0.23170460113135272
2020-04-16,Maryland,752,30,0.24516067054133242
2020-04-17,Maryland,788,42,0.24153101627804663
2020-04-18,Maryland,736,41,0.2417011751538892
2020-04-19,Maryland,522,44,0.22026422805349302
2020-04-20,Maryland,854,57,0.2039773962182134
2020-04-21,Maryland,509,49,0.19946818003355107
2020-04-22,Maryland,582,47,0.19891251136443108
2020-04-23,Maryland,962,52,0.19984299269574712
2020-04-24,Maryland,879,68,0.20418410041841004
2020-04-25,Maryland,1150,49,0.20312376993686335
2020-04-26,Maryland,815,53,0.195093735168486
2020-04-27,Maryland,906,44,0.1964864551979625
2020-04-28,Maryland,626,54,0.19551422000989727
2020-04-29,Maryland,736,69,0.19850235162055785
2020-04-30,Maryland,893,58,0.20256413814155486
2020-05-01,Maryland,1730,50,0.20458612509883892
2020-05-02,Maryland,1001,47,0.20919340363473188
2020-05-03,Maryland,989,49,0.209312507061349
2020-05-04,Maryland,946,52,0.21716215224253102
2020-05-05,Maryland,709,52,0.22585894276814356
2020-05-06,Maryland,1046,44,0.2234264086701424
2020-05-07,Maryland,1211,60,0.22293965198074786
2020-05-08,Maryland,1111,63,0.22264740677990857
2020-05-09,Maryland,1049,49,0.2095039889004509
2020-05-10,Maryland,1053,47,0.20648665782951992
2020-05-11,Maryland,786,49,0.20811503085341715
2020-05-12,Maryland,688,46,0.21123871453888338
2020-05-13,Maryland,751,47,0.20213487178805484
2020-05-14,Maryland,1091,54,0.20162422429514176
2020-05-15,Maryland,1083,56,0.1897808378098913
2020-05-16,Maryland,982,49,0.1872972298477664
2020-05-17,Maryland,836,50,0.17524367396305168
2020-05-18,Maryland,958,32,0.1624723914061977
2020-05-19,Maryland,1784,42,0.15956391362992856
2020-05-20,Maryland,777,34,0.1551776298729363
2020-05-21,Maryland,1208,23,0.14708147387543935
2020-05-22,Maryland,893,53,0.14222544878563886
2020-05-23,Maryland,1071,32,0.13525017998560115
2020-05-24,Maryland,818,35,0.13258016579234777
2020-05-25,Maryland,839,38,0.12761414361533865
2020-05-26,Maryland,535,38,0.1260880595578651
2020-05-27,Maryland,736,41,0.11293888221103332
2020-05-28,Maryland,1286,43,0.11122707251331274
2020-05-29,Maryland,1279,37,0.1038409951918929
2020-05-30,Maryland,1027,24,0.10085422555879944
2020-05-31,Maryland,763,34,0.09419064585283372
2020-06-01,Maryland,549,29,0.09219847339886077
2020-06-02,Maryland,848,21,0.09145169448659586
2020-06-03,Maryland,807,20,0.09049210556644002
2020-06-04,Maryland,876,2,0.09035030503011933
2020-06-05,Maryland,912,34,0.0892504595275376
2020-06-06,Maryland,712,38,0.08538552831658199
2020-06-07,Maryland,491,9,0.0831301308623913
2020-06-08,Maryland,431,27,0.08198786592845539
2020-06-09,Maryland,500,35,0.0821377331420373
2020-06-10,Maryland,561,33,0.07866239958199986
2020-06-11,Maryland,732,31,0.08054676036759595
