state,setup,date,cases.fitted,cases.fitted.hi,cases.fitted.lo,cum.incidence,deaths,deaths.diagnosed,deaths.diagnosed.hi,deaths.diagnosed.lo,deaths.fitted,deaths.fitted.hi,deaths.fitted.lo,deaths.hi,deaths.lo,diagnoses,diagnoses.hi,diagnoses.lo,infections,infections.hi,infections.lo,severe,severe.hi,severe.lo,symptomatic,symptomatic.hi,symptomatic.lo,data.available,Rt,Rt.lo,Rt.hi,NaiveRt,NaiveRt.lo,NaiveRt.hi,cum.incidence.lo,cum.incidence.hi
Kansas,alpha,2020-02-07,1.0891978219184205e-13,5.573823460213616e-9,2.156487772435025e-23,0.7143260540656504,1.8624039885271408e-11,1.3016794780462049e-11,8.582995931548104e-11,5.971701197596451e-13,6.688332854257659e-12,2.8791182833354025e-11,4.2248493655397375e-14,1.1882963629652547e-10,7.33008851093484e-13,6.458829082927529e-7,8.923751719005555e-5,6.871883194738285e-9,0.7143260540656504,9.38942947419978,0.051082794394832536,1.9183300583760605e-8,2.8229151790860406e-7,1.7603475814915061e-9,0.0012830200829351763,0.016097256381060077,8.5021356872733e-5,FALSE,NA,NA,NA,NA,NA,NA,0.0019463120054737336,6.017754295800936
Kansas,alpha,2020-02-08,1.3330909479628748e-11,1.8893738998095095e-7,8.302917143130276e-19,1.5695063493889345,8.151216051344656e-10,5.696953951943196e-10,3.733965022517966e-9,2.611902110514363e-11,2.9719658195435077e-10,1.2625867654878838e-9,2.0018604545454148e-12,5.187404502027387e-9,3.209533003682137e-11,2.2190302395888348e-5,0.0017357959744149691,2.4774154568338905e-7,0.8552600053116175,9.38198262494826,0.06752123587630235,7.756153786402302e-7,1.1342696367773582e-5,7.147498702270628e-8,0.022230472340626514,0.2763929244102539,0.0014797212176844948,FALSE,NA,NA,NA,NA,NA,NA,0.004999871623819437,12.170478678172394
Kansas,alpha,2020-02-09,4.270423807416009e-10,2.6350660036389635e-6,3.342073975427001e-16,2.62405659628128,1.3408280004218732e-8,9.370892332047578e-9,6.080957144567776e-8,4.3100483748220223e-10,5.102358741547487e-9,2.1154746759336534e-8,3.837934281455389e-11,8.494761852715705e-8,5.283921797689139e-10,2.7334005214488363e-4,0.012274477666779476,3.0876689389912054e-6,1.0543577948401088,9.665850578991126,0.08990758668961785,1.1124431932313474e-5,1.6078242482657831e-4,1.0307974574371985e-6,0.09092882626997703,1.0848941538882784,0.0061457443235377615,FALSE,NA,NA,NA,NA,NA,NA,0.009542041455554644,19.789998710186428
Kansas,alpha,2020-02-10,6.579994380089237e-9,1.9819362633384456e-5,2.747327423118262e-14,3.909762812157474,1.1368571493967098e-7,7.944956418070624e-8,5.072199850822191e-7,3.682796733509058e-9,4.52672287233203e-8,1.8799576798413686e-7,4.2671269555193417e-10,7.149829434221902e-7,4.487289436555446e-9,0.0015909098833960101,0.04112888910058629,1.9873029385532118e-5,1.2850849700127207,10.279500676636768,0.11242005407021906,7.586538244498689e-5,0.0010717800251832308,7.060169955447629e-6,0.2117713166331805,2.318860360817675,0.014604481897063079,FALSE,3.424114458459725,2.27181724693536,10.4251544260916,NA,NA,NA,0.01650376097080541,26.427291211183345
Kansas,alpha,2020-02-11,6.158780424894195e-8,9.502246117943424e-5,1.0155312212513299e-12,5.542195101140187,6.216745169352052e-7,4.344555248489526e-7,2.7326197229971247e-6,2.036348434158537e-8,2.6526977781541705e-7,1.066017992743435e-6,3.1209733764664192e-9,3.872349686311502e-6,2.460353446360449e-8,0.005817629684616195,0.1063605925694855,7.94784528900839e-5,1.631687546362632,11.821461705271242,0.14654812304529663,3.248691272957267e-4,0.004438920548555379,3.0355029700766162e-5,0.371251081863481,3.6211489721869485,0.026475179517010942,FALSE,3.0176571354260986,1.62888563022986,8.3917349500833,NA,NA,NA,0.02867372223527786,34.88538411797153
Kansas,alpha,2020-02-12,4.388891044547797e-7,3.2954985684049417e-4,2.155670141055625e-11,7.5361809554072074,2.4919814476141296e-6,1.741322763826418e-6,1.081614497928529e-5,8.282775045569668e-8,1.1302210075364318e-6,4.452725239117151e-6,1.6193236295669642e-8,1.533920287862666e-5,9.900692500332083e-8,0.015583382733149371,0.18332967234413633,2.2338455266470656e-4,1.994849434313077,13.052736837754164,0.18089520043260796,0.0010162048137203734,0.013328046881406937,9.516670709670987e-5,0.5570807015948451,4.867232082812086,0.04342810168794038,FALSE,2.7154228049822073,1.36372956851138,8.3917349500833,NA,NA,NA,0.05019871831213604,43.99203866564172
Kansas,alpha,2020-02-13,2.263651181992454e-6,0.0010078775970627045,2.975181943617298e-10,10.072646711826067,7.930362355968317e-6,5.540857807120213e-6,3.39907533973258e-5,2.679623003988215e-7,3.764346972926506e-6,1.4471376978778408e-5,6.060498064037149e-8,4.8125172733699486e-5,3.1667969985328063e-7,0.0335623617398402,0.2870799711756197,5.086834998232967e-4,2.5365389681153134,14.603266524432096,0.22595700369915772,0.002543128844532783,0.031988970896636465,2.3996514236018158e-4,0.7661681573054054,6.062912926412362,0.05774733740507898,FALSE,2.626513278033511,1.24613060020872,8.3917349500833,NA,NA,NA,0.3198454931924132,55.84931456277027
Kansas,alpha,2020-02-14,8.47367887871199e-6,0.00247694569429701,2.8980464923801645e-9,13.18554243091446,2.1132728027241232e-5,1.4767670650057713e-5,8.897844238211686e-5,7.210378064683048e-7,1.0635762690417111e-5,3.946423722107967e-5,1.987555170626885e-7,0.00012618357251484376,8.533718936172526e-7,0.06179521578587308,0.44264713434273883,0.0010137059138437164,3.1108790738177174,15.985349760701808,0.26674249621006196,0.005399379130676916,0.06543982101922186,5.128725772308391e-4,1.004752600312574,7.103834512301191,0.07767053747270727,FALSE,2.62504861993829,1.16066004348048,7.95751309829018,NA,NA,NA,0.15621894814506881,64.0455125435989
Kansas,alpha,2020-02-15,2.4678051588617116e-5,0.0056068699157074235,2.119546941271759e-8,17.43142854520248,4.899314042799163e-5,3.423533168099754e-5,1.9993989864794027e-4,1.690397015308462e-6,2.5359229710285386e-5,9.214486328650061e-5,5.734008594349899e-7,2.874599063609101e-4,2.0264654111470364e-6,0.10137663867087013,0.5852533194547926,0.0017769250315423754,4.244366830601882,18.60938103540837,0.3275593603996729,0.010124970821153743,0.12057232434643791,9.690206339015158e-4,1.2850511247185792,8.302598293856995,0.10477441315264156,FALSE,2.8456518771357016,1.1594429225128,7.47758368315046,NA,NA,NA,0.27213028775842163,77.557948643835
Kansas,alpha,2020-02-16,6.899278844965121e-5,0.010913977917262889,1.2216946618240223e-7,23.42789478314166,1.0157866298075551e-4,7.0956692747861e-5,4.004255054910035e-4,3.583348255665034e-6,5.403310047207954e-5,1.8798008499246996e-4,1.4537890858575654e-6,5.810940323541518e-4,4.3165927148958465e-6,0.15302051254848456,0.7908160278461072,0.0027961816438289476,5.990115310993362,21.506117347289823,0.40352939099310886,0.01725776877290295,0.1954714114399723,0.0016560409982557265,1.6317768260120253,9.508419886107557,0.14219545956637317,FALSE,2.778013685029987,1.14697987134248,8.3917349500833,NA,NA,NA,0.4674604262179365,90.90395603257969
